[2023-09-15T15:41:13.774+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: eCommerce_ETL_dag.branching manual__2023-09-15T15:41:10.497401+00:00 [queued]>
[2023-09-15T15:41:13.785+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: eCommerce_ETL_dag.branching manual__2023-09-15T15:41:10.497401+00:00 [queued]>
[2023-09-15T15:41:13.786+0000] {taskinstance.py:1308} INFO - Starting attempt 1 of 2
[2023-09-15T15:41:13.806+0000] {taskinstance.py:1327} INFO - Executing <Task(BranchPythonOperator): branching> on 2023-09-15 15:41:10.497401+00:00
[2023-09-15T15:41:13.813+0000] {standard_task_runner.py:57} INFO - Started process 561 to run task
[2023-09-15T15:41:13.819+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'eCommerce_ETL_dag', 'branching', 'manual__2023-09-15T15:41:10.497401+00:00', '--job-id', '11', '--raw', '--subdir', 'DAGS_FOLDER/workflow.py', '--cfg-path', '/tmp/tmp6o5oqoss']
[2023-09-15T15:41:13.824+0000] {standard_task_runner.py:85} INFO - Job 11: Subtask branching
[2023-09-15T15:41:13.891+0000] {task_command.py:410} INFO - Running <TaskInstance: eCommerce_ETL_dag.branching manual__2023-09-15T15:41:10.497401+00:00 [running]> on host 228226a2581e
[2023-09-15T15:41:13.989+0000] {taskinstance.py:1545} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='eCommerce_ETL_dag' AIRFLOW_CTX_TASK_ID='branching' AIRFLOW_CTX_EXECUTION_DATE='2023-09-15T15:41:10.497401+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-09-15T15:41:10.497401+00:00'
[2023-09-15T15:41:14.021+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'log', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.343+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dataset_dag_run_queue', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.344+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'log_template', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.345+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag_run', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.346+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag_tag', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.351+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag_owner_attributes', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.352+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag_warning', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.354+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_permission', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.355+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_permission_view', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.357+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_view_menu', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.358+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_user_role', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.359+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_role', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.360+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dagrun_dataset_event', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.361+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dataset_event', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.362+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'trigger', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.363+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_instance', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.365+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag_run_note', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.366+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_permission_view_role', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.367+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_fail', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.369+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_map', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.370+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'alembic_version', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.371+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_reschedule', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.373+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'xcom', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.374+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_instance_note', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.375+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'rendered_task_instance_fields', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.377+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'session', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.379+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'databasechangelog', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.380+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'databasechangeloglock', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.381+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'core_user', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.382+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'metabase_field', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.383+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'metabase_database', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.384+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'metabase_table', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.385+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'metabase_fieldvalues', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.386+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'report_cardfavorite', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.388+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'report_card', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.389+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'report_dashboard', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.391+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'report_dashboardcard', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.392+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'core_session', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.393+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'setting', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.395+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'activity', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.396+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'revision', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.397+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'view_log', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.399+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'data_migrations', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.400+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'pulse_card', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.401+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'pulse_channel', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.402+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dependency', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.404+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'pulse_channel_recipient', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.406+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'pulse', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.407+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dashboardcard_series', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.409+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'metric', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.410+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'card_label', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.411+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'label', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.412+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'metric_important_field', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.413+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'permissions_group', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.414+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'segment', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.415+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'permissions', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.417+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'permissions_revision', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.418+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'permissions_group_membership', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.419+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'query', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.420+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'query_cache', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.421+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'collection', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.422+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dashboard_favorite', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.423+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dimension', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.425+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'collection_permission_graph_revision', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.426+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'query_execution', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.430+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'computation_job_result', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.431+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'computation_job', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.433+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'sandboxes', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.435+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_job_details', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.436+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_triggers', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.438+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_simple_triggers', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.439+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_cron_triggers', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.441+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_simprop_triggers', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.442+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_blob_triggers', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.443+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_calendars', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.444+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_paused_trigger_grps', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.445+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_fired_triggers', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.446+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_scheduler_state', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.448+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'qrtz_locks', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.450+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_history', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.453+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'native_query_snippet', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.456+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'login_history', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.460+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'moderation_review', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.466+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'card_bookmark', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.469+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'secret', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.471+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'timeline_event', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.472+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dashboard_bookmark', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.476+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'collection_bookmark', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.478+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'timeline', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.479+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'bookmark_ordering', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.481+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'application_permissions_revision', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.482+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'persisted_info', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.483+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'http_action', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.487+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'action', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.489+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'query_action', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.491+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'implicit_action', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.493+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'parameter_card', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.494+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dashboard_tab', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.496+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'model_index', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.497+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'model_index_value', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.498+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'connection_impersonations', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.500+0000] {python.py:183} INFO - Done. Returned value was: None
[2023-09-15T15:41:14.502+0000] {python.py:216} INFO - Branch callable return None
[2023-09-15T15:41:14.504+0000] {skipmixin.py:164} INFO - Following branch None
[2023-09-15T15:41:14.509+0000] {skipmixin.py:224} INFO - Skipping tasks ['predata_maker.pre_make_group_task_start', 'data_maker.make_group_task_start']
[2023-09-15T15:41:14.559+0000] {taskinstance.py:1345} INFO - Marking task as SUCCESS. dag_id=eCommerce_ETL_dag, task_id=branching, execution_date=20230915T154110, start_date=20230915T154113, end_date=20230915T154114
[2023-09-15T15:41:14.596+0000] {local_task_job_runner.py:225} INFO - Task exited with return code 0
[2023-09-15T15:41:14.634+0000] {taskinstance.py:2653} INFO - 0 downstream tasks scheduled from follow-on schedule check
